fips2010,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,cntyname,pop2010,hu2010,state_alpha
0100199999,631,742,890,1133,1558,Autauga County,54571,22135,AL
0100399999,786,809,929,1351,1578,Baldwin County,182265,104061,AL
0100599999,527,531,706,885,998,Barbour County,27457,11829,AL
0100799999,749,832,955,1273,1424,Bibb County,22915,8981,AL
0100999999,749,832,955,1273,1424,Blount County,57322,23887,AL
0101199999,512,513,643,873,876,Bullock County,10914,4493,AL
0101399999,478,481,640,855,905,Butler County,20947,9964,AL
0101599999,507,542,721,942,1099,Calhoun County,118572,53289,AL
0101799999,486,615,738,925,1005,Chambers County,34215,17004,AL
0101999999,512,516,686,966,970,Cherokee County,25989,16267,AL
0102199999,564,615,706,1027,1243,Chilton County,43643,19278,AL
0102399999,541,545,725,909,1025,Choctaw County,13859,7269,AL
0102599999,483,528,606,881,978,Clarke County,25833,12638,AL
0102799999,513,528,606,881,1067,Clay County,13932,6776,AL
0102999999,516,520,691,866,1136,Cleburne County,14972,6718,AL
0103199999,581,583,686,998,1208,Coffee County,49948,22330,AL
0103399999,561,564,713,945,1183,Colbert County,54428,25758,AL
0103599999,453,456,606,854,857,Conecuh County,13228,7093,AL
0103799999,541,541,679,915,960,Coosa County,11539,6478,AL
0103999999,474,477,634,838,1117,Covington County,37765,18829,AL
0104199999,456,459,606,773,971,Crenshaw County,13906,6735,AL
0104399999,513,544,674,890,918,Cullman County,80406,37054,AL
0104599999,427,516,652,892,1148,Dale County,50251,22677,AL
0104799999,474,517,606,813,933,Dallas County,43820,20208,AL
0104999999,453,456,606,780,825,DeKalb County,71109,31109,AL
0105199999,631,742,890,1133,1558,Elmore County,79303,32657,AL
0105399999,527,542,623,819,849,Escambia County,38319,16486,AL
0105599999,530,533,709,889,1042,Etowah County,104430,47454,AL
0105799999,483,528,606,851,857,Fayette County,17241,8437,AL
0105999999,490,526,615,771,869,Franklin County,31704,14022,AL
0106199999,572,576,748,1005,1173,Geneva County,26790,12687,AL
0106399999,483,483,606,854,857,Greene County,9045,5007,AL
0106599999,640,704,859,1103,1170,Hale County,15760,7655,AL
0106799999,570,586,673,844,1185,Henry County,17302,8891,AL
0106999999,572,576,748,1005,1173,Houston County,101547,45319,AL
0107199999,418,542,655,821,892,Jackson County,53227,24786,AL
0107399999,749,832,955,1273,1424,Jefferson County,658466,300552,AL
0107599999,483,523,606,854,857,Lamar County,14564,7354,AL
0107799999,561,564,713,945,1183,Lauderdale County,92709,43791,AL
0107999999,465,549,703,917,974,Lawrence County,34339,15229,AL
0108199999,598,680,889,1190,1439,Lee County,140247,62391,AL
0108399999,558,646,768,1034,1353,Limestone County,82782,34977,AL
0108599999,631,742,890,1133,1558,Lowndes County,11299,5140,AL
0108799999,474,477,634,911,1059,Macon County,21452,10259,AL
0108999999,558,646,768,1034,1353,Madison County,334811,146447,AL
0109199999,483,498,606,881,1067,Marengo County,21027,10237,AL
0109399999,453,456,606,804,953,Marion County,30776,14737,AL
0109599999,492,495,655,889,892,Marshall County,93019,40342,AL
0109799999,728,733,901,1182,1369,Mobile County,412992,178196,AL
0109999999,483,528,606,769,899,Monroe County,23068,11333,AL
0110199999,631,742,890,1133,1558,Montgomery County,229363,101641,AL
0110399999,465,549,703,917,974,Morgan County,119490,51193,AL
0110599999,513,528,606,854,857,Perry County,10591,4737,AL
0110799999,451,456,606,822,825,Pickens County,19746,9483,AL
0110999999,554,558,669,909,911,Pike County,32899,15267,AL
0111199999,435,539,682,974,1074,Randolph County,22913,11982,AL
0111399999,672,742,891,1236,1569,Russell County,52947,24595,AL
0111599999,749,832,955,1273,1424,St. Clair County,83593,35541,AL
0111799999,749,832,955,1273,1424,Shelby County,195085,80970,AL
0111999999,558,562,747,937,1017,Sumter County,13763,6786,AL
0112199999,494,497,661,897,922,Talladega County,82291,37088,AL
0112399999,540,554,638,902,1026,Tallapoosa County,41616,22111,AL
0112599999,640,704,859,1103,1170,Tuscaloosa County,194656,84872,AL
0112799999,534,537,697,881,1041,Walker County,67023,30816,AL
0112999999,547,547,686,863,970,Washington County,17581,8407,AL
0113199999,483,528,606,854,857,Wilcox County,11670,5649,AL
0113399999,453,456,606,881,1009,Winston County,24484,13469,AL
0201399999,791,964,1107,1388,1508,Aleutians East Borough,3141,747,AK
0201699999,1135,1338,1779,2230,2738,Aleutians West Census Area,5561,1929,AK
0202099999,978,1097,1417,2061,2496,Anchorage Municipality,291826,113032,AK
0205099999,1165,1419,1630,2044,2220,Bethel Census Area,17013,5919,AK
0206099999,941,1002,1317,1699,1794,Bristol Bay Borough,997,969,AK
0206899999,1086,1178,1520,1906,2339,Denali Borough,1826,1771,AK
0207099999,1143,1181,1356,1878,2087,Dillingham Census Area,4847,2427,AK
0209099999,924,1089,1449,2108,2552,Fairbanks North Star Borough,97581,41783,AK
0210099999,725,883,1014,1284,1560,Haines Borough,2508,1631,AK
0210599999,556,675,871,1182,1186,Hoonah-Angoon Census Area,2150,1771,AK
0211099999,966,1138,1514,2165,2667,Juneau City and Borough,31275,13055,AK
0212299999,868,874,1154,1496,1689,Kenai Peninsula Borough,55400,30578,AK
0213099999,864,1019,1355,1780,2387,Ketchikan Gateway Borough,13477,6166,AK
0215099999,1065,1095,1258,1830,2004,Kodiak Island Borough,13592,5303,AK
0215899999,710,866,994,1246,1354,Kusilvak Census Area,7459,2183,AK
0216499999,677,809,947,1187,1457,Lake and Peninsula Borough,1631,1502,AK
0217099999,777,877,1167,1698,2055,Matanuska-Susitna Borough,88995,41329,AK
0218099999,1077,1426,1689,2118,2300,Nome Census Area,9492,4008,AK
0218599999,1025,1137,1306,1768,2258,North Slope Borough,9430,2500,AK
0218899999,1209,1243,1428,1938,1945,Northwest Arctic Borough,7523,2707,AK
0219599999,716,844,1123,1408,1728,Petersburg Census Area,3815,1994,AK
0219899999,843,849,1101,1380,1500,Prince of Wales-Hyder Census Area,5559,2992,AK
0222099999,963,1074,1344,1868,2367,Sitka City and Borough,8881,4102,AK
0223099999,1048,1183,1467,2134,2258,Skagway Municipality,968,636,AK
0224099999,930,1098,1301,1892,2291,Southeast Fairbanks Census Area,7029,3915,AK
0226199999,894,961,1278,1602,1967,Valdez-Cordova Census Area,9636,6102,AK
0227599999,750,755,1004,1276,1545,Wrangell City and Borough,2369,1428,AK
0228299999,843,887,1180,1479,1816,Yakutat City and Borough,662,450,AK
0229099999,653,658,841,1101,1481,Yukon-Koyukuk Census Area,5588,4038,AK
0400199999,508,595,697,998,1206,Apache County,71518,32514,AZ
0400399999,675,679,852,1239,1501,Cochise County,131346,59041,AZ
0400599999,835,982,1206,1545,1836,Coconino County,134421,63321,AZ
0400799999,684,689,916,1159,1248,Gila County,53597,32698,AZ
0400999999,630,688,831,1209,1433,Graham County,37220,12980,AZ
0401199999,547,547,722,905,983,Greenlee County,8437,4372,AZ
0401299999,590,594,790,990,1170,La Paz County,20489,16049,AZ
0401399999,730,870,1082,1574,1813,Maricopa County,3817117,1639279,AZ
0401599999,594,659,839,1205,1331,Mohave County,200186,110911,AZ
0401799999,615,619,777,1043,1203,Navajo County,107449,56938,AZ
0401999999,579,682,907,1319,1554,Pima County,980263,440909,AZ
0402199999,730,870,1082,1574,1813,Pinal County,375770,159222,AZ
0402399999,571,571,760,1031,1035,Santa Cruz County,47420,18010,AZ
0402599999,706,711,945,1348,1352,Yavapai County,211033,110432,AZ
0402799999,630,650,865,1258,1524,Yuma County,195751,87850,AZ
0500199999,514,518,683,930,1065,Arkansas County,19019,9436,AR
0500399999,491,543,643,840,876,Ashley County,21853,10137,AR
0500599999,534,550,731,967,996,Baxter County,41513,22580,AR
0500799999,561,596,773,1110,1361,Benton County,221339,93084,AR
0500999999,488,492,654,951,1152,Boone County,36903,16827,AR
0501199999,457,538,716,898,975,Bradley County,11508,5860,AR
0501399999,511,583,669,869,975,Calhoun County,5368,2897,AR
0501599999,532,535,712,924,1040,Carroll County,27446,13559,AR
0501799999,483,551,633,921,922,Chicot County,11800,5421,AR
0501999999,505,508,676,921,1090,Clark County,22995,10385,AR
0502199999,473,476,633,894,922,Clay County,16083,8031,AR
0502399999,530,534,710,991,1070,Cleburne County,25970,15826,AR
0502599999,507,568,731,916,1138,Cleveland County,8689,4064,AR
0502799999,451,551,633,921,960,Columbia County,24552,11596,AR
0502999999,570,574,763,957,1104,Conway County,21273,9720,AR
0503199999,507,630,764,1076,1076,Craighead County,96443,40515,AR
0503399999,506,545,725,981,1169,Crawford County,61948,26115,AR
0503599999,670,753,889,1212,1405,Crittenden County,50902,21489,AR
0503799999,541,544,724,908,986,Cross County,17870,7853,AR
0503999999,473,476,633,883,886,Dallas County,8116,4305,AR
0504199999,473,476,633,854,922,Desha County,13008,6261,AR
0504399999,508,511,680,902,926,Drew County,18509,8408,AR
0504599999,622,719,862,1154,1370,Faulkner County,113237,46612,AR
0504799999,490,493,656,822,956,Franklin County,18125,8021,AR
0504999999,473,476,633,859,862,Fulton County,12245,6778,AR
0505199999,561,612,814,1021,1186,Garland County,96024,50548,AR
0505399999,533,643,738,1065,1192,Grant County,17853,7758,AR
0505599999,550,589,721,965,1178,Greene County,42090,17892,AR
0505799999,506,521,663,831,903,Hempstead County,22609,10419,AR
0505999999,528,586,691,906,1103,Hot Spring County,32923,14332,AR
0506199999,411,484,644,818,938,Howard County,13789,6238,AR
0506399999,502,505,672,843,951,Independence County,36647,16187,AR
0506599999,473,476,633,859,862,Izard County,13696,7232,AR
0506799999,418,492,655,821,1009,Jackson County,17997,7601,AR
0506999999,507,568,731,916,1138,Jefferson County,77435,33006,AR
0507199999,514,517,688,901,975,Johnson County,25540,11311,AR
0507399999,483,511,633,819,1034,Lafayette County,7645,4353,AR
0507599999,494,497,633,849,971,Lawrence County,17415,8000,AR
0507799999,473,476,633,874,1029,Lee County,10424,4356,AR
0507999999,507,568,731,916,1138,Lincoln County,14134,4860,AR
0508199999,450,476,633,804,918,Little River County,13171,6460,AR
0508399999,483,551,633,835,908,Logan County,22353,10108,AR
0508599999,622,719,862,1154,1370,Lonoke County,68356,27239,AR
0508799999,561,596,773,1110,1361,Madison County,15717,7481,AR
0508999999,440,504,633,801,1115,Marion County,16653,9354,AR
0509199999,592,665,843,1084,1249,Miller County,43462,19281,AR
0509399999,512,516,686,885,934,Mississippi County,46480,20459,AR
0509599999,492,504,644,812,1134,Monroe County,8149,4455,AR
0509799999,486,489,651,816,948,Montgomery County,9487,5763,AR
0509999999,503,506,673,867,917,Nevada County,8997,4563,AR
0510199999,478,481,633,921,922,Newton County,8330,4664,AR
0510399999,521,524,637,850,980,Ouachita County,26120,13121,AR
0510599999,622,719,862,1154,1370,Perry County,10445,4907,AR
0510799999,479,482,641,930,1129,Phillips County,21757,10126,AR
0510999999,536,551,633,794,917,Pike County,11291,5580,AR
0511199999,473,476,633,859,862,Poinsett County,24583,10923,AR
0511399999,473,476,633,794,1028,Polk County,20662,10002,AR
0511599999,515,518,689,1002,1112,Pope County,61754,25551,AR
0511799999,473,476,633,852,922,Prairie County,8715,4503,AR
0511999999,622,719,862,1154,1370,Pulaski County,382748,175555,AR
0512199999,475,478,636,797,926,Randolph County,17969,8513,AR
0512399999,473,476,633,921,1115,St. Francis County,28258,10903,AR
0512599999,622,719,862,1154,1370,Saline County,107118,44811,AR
0512799999,473,476,633,794,922,Scott County,11233,5193,AR
0512999999,483,508,633,856,922,Searcy County,8195,4900,AR
0513199999,506,545,725,981,1169,Sebastian County,125744,54651,AR
0513399999,406,478,636,797,926,Sevier County,17058,6887,AR
0513599999,405,477,635,839,938,Sharp County,17264,9822,AR
0513799999,491,494,657,824,895,Stone County,12394,6712,AR
0513999999,592,605,699,876,1173,Union County,41639,19653,AR
0514199999,479,483,642,842,895,Van Buren County,17295,10345,AR
0514399999,561,596,773,1110,1361,Washington County,203065,87808,AR
0514599999,527,530,687,983,1210,White County,77076,32488,AR
0514799999,407,476,633,794,862,Woodruff County,7260,3893,AR
0514999999,500,504,633,921,1015,Yell County,22185,9752,AR
0600199999,1660,2000,2511,3470,4254,Alameda County,1510271,582549,CA
0600399999,695,764,1012,1442,1637,Alpine County,1175,1760,CA
0600599999,757,829,1102,1590,1762,Amador County,38091,18032,CA
0600799999,758,834,1055,1535,1796,Butte County,220000,95835,CA
0600999999,668,822,972,1414,1712,Calaveras County,45578,27925,CA
0601199999,572,780,896,1303,1509,Colusa County,21419,7883,CA
0601399999,1660,2000,2511,3470,4254,Contra Costa County,1049025,400263,CA
0601599999,643,759,936,1327,1530,Del Norte County,28610,11186,CA
0601799999,807,916,1157,1683,2038,El Dorado County,181058,88159,CA
0601999999,741,819,1018,1453,1699,Fresno County,930450,315531,CA
0602199999,598,655,871,1136,1186,Glenn County,28122,10778,CA
0602399999,683,780,1023,1488,1712,Humboldt County,134623,61559,CA
0602599999,605,723,948,1262,1645,Imperial County,174528,56067,CA
0602799999,801,805,972,1387,1392,Inyo County,18546,9478,CA
0602999999,719,744,968,1395,1659,Kern County,839631,284367,CA
0603199999,805,810,1000,1433,1610,Kings County,152982,43867,CA
0603399999,630,762,988,1437,1594,Lake County,64665,35492,CA
0603599999,639,699,930,1307,1503,Lassen County,34895,12710,CA
0603799999,1154,1388,1798,2412,2667,Los Angeles County,9818605,3445076,CA
0603999999,763,768,1021,1444,1643,Madera County,150865,49140,CA
0604199999,2179,2704,3377,4404,4692,Marin County,252409,111214,CA
0604399999,679,777,989,1395,1686,Mariposa County,18251,10188,CA
0604599999,753,826,1098,1552,1757,Mendocino County,87841,40323,CA
0604799999,574,660,837,1217,1449,Merced County,255793,83698,CA
0604999999,479,533,697,1014,1127,Modoc County,9686,5192,CA
0605199999,844,988,1314,1652,2125,Mono County,14202,13912,CA
0605399999,1056,1227,1534,2220,2371,Monterey County,415057,139048,CA
0605599999,1095,1303,1716,2491,2760,Napa County,136484,54759,CA
0605799999,829,977,1300,1891,2273,Nevada County,98764,52590,CA
0605999999,1396,1610,2024,2833,3285,Orange County,3010232,1048907,CA
0606199999,807,916,1157,1683,2038,Placer County,348432,152648,CA
0606399999,629,798,916,1243,1413,Plumas County,20007,15566,CA
0606599999,833,1003,1253,1754,2172,Riverside County,2189641,800707,CA
0606799999,807,916,1157,1683,2038,Sacramento County,1418788,555932,CA
0606999999,1379,1389,1847,2687,3253,San Benito County,55269,17870,CA
0607199999,833,1003,1253,1754,2172,San Bernardino County,2035210,699637,CA
0607399999,1257,1400,1816,2612,3198,San Diego County,3095313,1164786,CA
0607599999,2179,2704,3377,4404,4692,San Francisco County,805235,376942,CA
0607799999,668,790,1048,1524,1846,San Joaquin County,685306,233755,CA
0607999999,1031,1176,1516,2205,2670,San Luis Obispo County,269637,117315,CA
0608199999,2179,2704,3377,4404,4692,San Mateo County,718451,271031,CA
0608399999,1468,1725,2021,2744,3195,Santa Barbara County,423895,152834,CA
0608599999,1873,2217,2753,3785,4303,Santa Clara County,1781642,631920,CA
0608799999,1348,1589,2113,2812,3184,Santa Cruz County,262382,104476,CA
0608999999,700,759,974,1417,1715,Shasta County,177223,77313,CA
0609199999,871,957,1268,1590,2051,Sierra County,3240,2328,CA
0609399999,565,666,886,1227,1460,Siskiyou County,44900,23910,CA
0609599999,920,1145,1412,2054,2486,Solano County,413344,152698,CA
0609799999,1302,1511,1961,2852,3454,Sonoma County,483878,204572,CA
0609999999,769,855,1094,1562,1873,Stanislaus County,514453,179503,CA
0610199999,716,720,942,1370,1659,Sutter County,94737,33858,CA
0610399999,590,646,859,1168,1172,Tehama County,63463,26987,CA
0610599999,635,695,924,1328,1627,Trinity County,13786,8681,CA
0610799999,674,678,902,1279,1495,Tulare County,442179,141696,CA
0610999999,697,795,1020,1401,1594,Tuolumne County,55365,31244,CA
0611199999,1187,1399,1861,2627,3144,Ventura County,823318,281695,CA
0611399999,917,978,1301,1845,2291,Yolo County,200849,75054,CA
0611599999,716,720,942,1370,1659,Yuba County,72155,27635,CA
0800199999,1021,1226,1543,2211,2558,Adams County,441603,163136,CO
0800399999,666,670,812,1140,1244,Alamosa County,15445,6554,CO
0800599999,1021,1226,1543,2211,2558,Arapahoe County,572003,238301,CO
0800799999,763,768,990,1347,1535,Archuleta County,12084,8762,CO
0800999999,590,607,697,1014,1228,Baca County,3788,2248,CO
0801199999,622,626,830,1079,1130,Bent County,6499,2242,CO
0801399999,1170,1290,1577,2220,2536,Boulder County,294567,127071,CO
0801499999,1021,1226,1543,2211,2558,Broomfield County,55889,22646,CO
0801599999,589,694,923,1253,1257,Chaffee County,17809,10020,CO
0801799999,530,534,710,890,982,Cheyenne County,1836,975,CO
0801999999,1021,1226,1543,2211,2558,Clear Creek County,9088,5685,CO
0802199999,590,604,697,941,949,Conejos County,8256,4286,CO
0802399999,606,610,786,985,1205,Costilla County,3524,2613,CO
0802599999,642,660,758,950,1059,Crowley County,5823,1559,CO
0802799999,610,614,792,1152,1395,Custer County,4255,3956,CO
0802999999,712,717,953,1281,1358,Delta County,30952,14572,CO
0803199999,1021,1226,1543,2211,2558,Denver County,600158,285797,CO
0803399999,595,612,703,1023,1077,Dolores County,2064,1468,CO
0803599999,1021,1226,1543,2211,2558,Douglas County,285465,106859,CO
0803799999,992,1241,1555,1950,2359,Eagle County,52197,31312,CO
0803999999,1021,1226,1543,2211,2558,Elbert County,23086,8939,CO
0804199999,705,860,1106,1609,1948,El Paso County,622263,252852,CO
0804399999,629,633,809,1145,1303,Fremont County,46824,19242,CO
0804599999,957,964,1254,1775,2181,Garfield County,56389,23309,CO
0804799999,1021,1226,1543,2211,2558,Gilpin County,5441,3560,CO
0804999999,708,835,1110,1506,1730,Grand County,14843,16061,CO
0805199999,639,816,1002,1388,1759,Gunnison County,15324,11412,CO
0805399999,665,825,948,1313,1453,Hinsdale County,843,1388,CO
0805599999,609,613,793,1076,1080,Huerfano County,6711,5075,CO
0805799999,731,735,948,1189,1453,Jackson County,1394,1286,CO
0805999999,1021,1226,1543,2211,2558,Jefferson County,534543,229967,CO
0806199999,647,652,840,1053,1144,Kiowa County,1398,805,CO
0806399999,553,556,717,913,1263,Kit Carson County,8270,3527,CO
0806599999,824,829,1002,1336,1536,Lake County,7310,4271,CO
0806799999,840,934,1131,1645,1825,La Plata County,51334,25860,CO
0806999999,832,963,1177,1712,2073,Larimer County,299630,132722,CO
0807199999,668,673,895,1230,1316,Las Animas County,15507,8217,CO
0807399999,581,585,778,1025,1192,Lincoln County,5467,2420,CO
0807599999,643,647,803,1168,1402,Logan County,22709,8981,CO
0807799999,622,670,891,1296,1569,Mesa County,146723,62644,CO
0807999999,755,760,980,1358,1502,Mineral County,712,1201,CO
0808199999,712,716,847,1226,1462,Moffat County,13795,6196,CO
0808399999,655,659,784,1140,1381,Montezuma County,25535,12094,CO
0808599999,722,727,967,1339,1344,Montrose County,41276,18250,CO
0808799999,606,616,819,1098,1162,Morgan County,28159,11490,CO
0808999999,611,615,818,1026,1114,Otero County,18831,8969,CO
0809199999,765,928,1200,1623,1839,Ouray County,4436,3083,CO
0809399999,1021,1226,1543,2211,2558,Park County,16206,13947,CO
0809599999,560,564,750,940,1149,Phillips County,4442,2087,CO
0809799999,1199,1414,1880,2551,2561,Pitkin County,17148,12953,CO
0809999999,584,587,697,941,1072,Prowers County,12551,5942,CO
0810199999,616,620,825,1168,1333,Pueblo County,159063,69526,CO
0810399999,658,662,854,1173,1177,Rio Blanco County,6666,3309,CO
0810599999,590,607,697,1012,1106,Rio Grande County,11982,6630,CO
0810799999,1048,1054,1315,1913,2015,Routt County,23509,16303,CO
0810999999,542,546,726,1056,1113,Saguache County,6108,3843,CO
0811199999,999,1005,1296,1625,1986,San Juan County,699,756,CO
0811399999,1074,1265,1683,2163,2493,San Miguel County,7359,6638,CO
0811599999,521,524,697,881,1007,Sedgwick County,2379,1415,CO
0811799999,1138,1146,1524,1911,2076,Summit County,27994,29842,CO
0811999999,701,846,1099,1582,1936,Teller County,23350,12643,CO
0812199999,615,633,727,942,1114,Washington County,4814,2434,CO
0812399999,673,801,1009,1468,1777,Weld County,252825,96281,CO
0812599999,528,532,707,1028,1139,Yuma County,10043,4466,CO
0900104720,1099,1371,1723,2160,2690,Fairfield County,18584,7310,CT
0900108070,910,1087,1369,1716,2119,Fairfield County,144229,57012,CT
0900108980,1099,1371,1723,2160,2690,Fairfield County,16452,6562,CT
0900118500,1099,1371,1723,2160,2690,Fairfield County,80893,31154,CT
0900118850,1396,1731,2189,2804,3339,Fairfield County,20732,7074,CT
0900123890,910,1087,1369,1716,2119,Fairfield County,7490,2715,CT
0900126620,910,1087,1369,1716,2119,Fairfield County,59404,21648,CT
0900133620,1396,1731,2189,2804,3339,Fairfield County,61171,25631,CT
0900148620,910,1087,1369,1716,2119,Fairfield County,19479,6918,CT
0900150580,1396,1731,2189,2804,3339,Fairfield County,19738,7551,CT
0900150860,1099,1371,1723,2160,2690,Fairfield County,13881,5593,CT
0900152980,1099,1371,1723,2160,2690,Fairfield County,27560,10061,CT
0900156060,1396,1731,2189,2804,3339,Fairfield County,85603,35415,CT
0900163480,1099,1371,1723,2160,2690,Fairfield County,9158,3811,CT
0900163970,1099,1371,1723,2160,2690,Fairfield County,24638,9420,CT
0900168170,910,1087,1369,1716,2119,Fairfield County,39559,16146,CT
0900168310,1099,1371,1723,2160,2690,Fairfield County,3581,1831,CT
0900173070,1396,1731,2189,2804,3339,Fairfield County,122643,50573,CT
0900174190,910,1087,1369,1716,2119,Fairfield County,51384,21091,CT
0900177200,910,1087,1369,1716,2119,Fairfield County,36018,13157,CT
0900183430,1396,1731,2189,2804,3339,Fairfield County,10179,3674,CT
0900183500,1396,1731,2189,2804,3339,Fairfield County,26391,10399,CT
0900186370,1396,1731,2189,2804,3339,Fairfield County,18062,6475,CT
0900302060,807,997,1242,1557,1737,Hartford County,18098,7389,CT
0900304300,807,997,1242,1557,1737,Hartford County,19866,8140,CT
0900305910,807,997,1242,1557,1737,Hartford County,20486,9019,CT
0900308490,807,997,1242,1557,1737,Hartford County,60477,27011,CT
0900310100,807,997,1242,1557,1737,Hartford County,9301,3389,CT
0900312270,807,997,1242,1557,1737,Hartford County,10292,4339,CT
0900322070,807,997,1242,1557,1737,Hartford County,5148,2152,CT
0900322630,807,997,1242,1557,1737,Hartford County,51252,21328,CT
0900324800,807,997,1242,1557,1737,Hartford County,11162,5045,CT
0900325990,807,997,1242,1557,1737,Hartford County,44654,17558,CT
0900327600,807,997,1242,1557,1737,Hartford County,25340,11106,CT
0900331240,807,997,1242,1557,1737,Hartford County,34427,13656,CT
0900332640,807,997,1242,1557,1737,Hartford County,11282,4360,CT
0900337070,807,997,1242,1557,1737,Hartford County,124775,51822,CT
0900337140,807,997,1242,1557,1737,Hartford County,2114,856,CT
0900344700,807,997,1242,1557,1737,Hartford County,58241,25996,CT
0900345820,807,997,1242,1557,1737,Hartford County,6404,2389,CT
0900350440,807,997,1242,1557,1737,Hartford County,73206,31226,CT
0900352140,807,997,1242,1557,1737,Hartford County,30562,13011,CT
0900360120,807,997,1242,1557,1737,Hartford County,17716,8063,CT
0900365370,807,997,1242,1557,1737,Hartford County,19709,8843,CT
0900368940,807,997,1242,1557,1737,Hartford County,23511,9123,CT
0900370550,807,997,1242,1557,1737,Hartford County,43069,17447,CT
0900371390,807,997,1242,1557,1737,Hartford County,25709,10243,CT
0900374540,807,997,1242,1557,1737,Hartford County,15735,5469,CT
0900382590,807,997,1242,1557,1737,Hartford County,63268,26396,CT
0900384900,807,997,1242,1557,1737,Hartford County,26668,11677,CT
0900387000,807,997,1242,1557,1737,Hartford County,29044,11767,CT
0900387070,807,997,1242,1557,1737,Hartford County,12498,5429,CT
0900502760,745,913,1168,1482,1591,Litchfield County,3799,1589,CT
0900504930,745,913,1168,1482,1591,Litchfield County,3607,1575,CT
0900508210,745,913,1168,1482,1591,Litchfield County,1727,881,CT
0900510940,745,913,1168,1482,1591,Litchfield County,1234,779,CT
0900516050,745,913,1168,1482,1591,Litchfield County,1485,722,CT
0900517240,745,913,1168,1482,1591,Litchfield County,1420,1007,CT
0900532290,745,913,1168,1482,1591,Litchfield County,2976,1664,CT
0900537280,745,913,1168,1482,1591,Litchfield County,5642,2282,CT
0900540290,745,913,1168,1482,1591,Litchfield County,2979,1665,CT
0900543370,745,913,1168,1482,1591,Litchfield County,8466,3975,CT
0900549460,745,913,1168,1482,1591,Litchfield County,2388,1314,CT
0900551350,745,913,1168,1482,1591,Litchfield County,6970,2923,CT
0900552630,745,913,1168,1482,1591,Litchfield County,28142,11731,CT
0900553470,745,913,1168,1482,1591,Litchfield County,1709,967,CT
0900554030,745,913,1168,1482,1591,Litchfield County,3315,1587,CT
0900560750,745,913,1168,1482,1591,Litchfield County,12243,5109,CT
0900565930,745,913,1168,1482,1591,Litchfield County,2262,1167,CT
0900566420,745,913,1168,1482,1591,Litchfield County,3741,2593,CT
0900567960,745,913,1168,1482,1591,Litchfield County,2782,1775,CT
0900575730,745,913,1168,1482,1591,Litchfield County,7887,3276,CT
0900576570,745,913,1168,1482,1591,Litchfield County,36383,16761,CT
0900579510,745,913,1168,1482,1591,Litchfield County,1461,811,CT
0900579720,745,913,1168,1482,1591,Litchfield County,3578,2124,CT
0900580490,745,913,1168,1482,1591,Litchfield County,22514,9096,CT
0900586440,745,913,1168,1482,1591,Litchfield County,11242,5613,CT
0900587910,745,913,1168,1482,1591,Litchfield County,9975,4564,CT
0900714300,807,997,1242,1557,1737,Middlesex County,3994,1923,CT
0900715350,947,1117,1485,2160,2616,Middlesex County,13260,6065,CT
0900718080,807,997,1242,1557,1737,Middlesex County,14005,6001,CT
0900719130,947,1117,1485,2160,2616,Middlesex County,4629,2096,CT
0900720810,807,997,1242,1557,1737,Middlesex County,7388,2694,CT
0900722280,807,997,1242,1557,1737,Middlesex County,9126,4508,CT
0900722490,807,997,1242,1557,1737,Middlesex County,12959,5485,CT
0900726270,947,1117,1485,2160,2616,Middlesex County,6683,3261,CT
0900735230,807,997,1242,1557,1737,Middlesex County,8346,3504,CT
0900740710,947,1117,1485,2160,2616,Middlesex County,6525,2598,CT
0900747080,807,997,1242,1557,1737,Middlesex County,4425,1863,CT
0900747360,807,997,1242,1557,1737,Middlesex County,47648,21223,CT
0900757320,947,1117,1485,2160,2616,Middlesex County,10242,5602,CT
0900761800,807,997,1242,1557,1737,Middlesex County,9508,4077,CT
0900781680,947,1117,1485,2160,2616,Middlesex County,6938,3937,CT
0900901220,968,1127,1389,1741,2059,New Haven County,19249,8148,CT
0900903250,968,1127,1389,1741,2059,New Haven County,6049,2509,CT
0900904580,1032,1149,1389,1778,2116,New Haven County,5563,2044,CT
0900907310,1032,1149,1389,1778,2116,New Haven County,28026,13972,CT
0900914160,1032,1149,1389,1778,2116,New Haven County,29261,10424,CT
0900919550,968,1127,1389,1741,2059,New Haven County,12902,5849,CT
0900922910,1032,1149,1389,1778,2116,New Haven County,29257,12533,CT
0900934950,1032,1149,1389,1778,2116,New Haven County,22375,9596,CT
0900935650,1032,1149,1389,1778,2116,New Haven County,60960,25114,CT
0900944560,1032,1149,1389,1778,2116,New Haven County,18269,8049,CT
0900946520,1032,1149,1389,1778,2116,New Haven County,60868,25892,CT
0900946940,705,899,1106,1387,1520,New Haven County,7575,2892,CT
0900947535,968,1127,1389,1741,2059,New Haven County,52759,23074,CT
0900949950,705,899,1106,1387,1520,New Haven County,31862,13061,CT
0900952070,1032,1149,1389,1778,2116,New Haven County,129779,54967,CT
0900953890,1032,1149,1389,1778,2116,New Haven County,14407,5629,CT
0900954870,1032,1149,1389,1778,2116,New Haven County,24093,9491,CT
0900957600,1032,1149,1389,1778,2116,New Haven County,13956,5345,CT
0900958300,968,1127,1389,1741,2059,New Haven County,12683,4746,CT
0900962290,705,899,1106,1387,1520,New Haven County,9405,3474,CT
